31.6935	25.84
35.0963	60.7105
88.3206	48.3535
21.0639	50.2945
53.09	25.5226
58.8702	77.5475
3.40587	16.0344
49.8611	56.27
94.409	14.8778
77.8558	78.5882
68.8894	86.0805
23.484	34.5042
11.1881	63.5914
74.0074	44.9171
60.622	73.4703
69.2648	86.2392
50.1083	80.4712
74.4072	34.7453
85.638	12.186
19.9927	8.77102
32.1665	63.8417
21.5857	36.8725
69.039	30.2194
48.3993	14.4353
27.4026	86.8526
68.688	26.9478
37.8979	6.79037
68.0685	10.7791
61.7634	45.2406
14.1789	13.2603
56.2822	82.5495
59.386	47.0809
24.0638	38.8684
9.28373	47.2335
54.7014	11.6733
22.6936	33.6283
49.4552	64.2384
58.6535	32.4931
69.5364	43.2295
36.1827	59.6789
98.6847	53.5447
22.3151	19.0191
60.6098	68.4408
14.0965	18.8421
81.933	3.21055
30.1462	59.7827
41.2793	30.4331
77.4224	96.9878
8.79543	29.8837
21.012	96.527
37.0952	22.6051
68.7857	99.0417
21.1737	8.19117
60.4541	92.9838
89.7244	79.7327
18.3752	21.5003
39.0057	2.28278
25.7637	83.3186
72.9148	28.6233
4.14441	51.1429
34.9254	22.8797
50.2365	17.1209
51.7808	45.3047
11.832	2.15155
17.8747	91.4792
73.0522	21.4118
93.8444	34.8979
54.0239	67.7847
69.1	19.3426
10.0711	51.3535
23.5878	59.2212
23.603	81.7866
7.67846	15.3539
26.2398	71.8894
9.93683	91.0794
51.0117	43.5133
51.9761	10.0558
24.1798	71.6849
47.3678	15.302
27.8665	87.1273
30.3476	52.0798
39.4757	49.1531
65.6056	46.559
62.5202	38.8958
84.7957	28.6172
82.7998	22.6295
68.041	71.0318
92.5901	41.7402
86.5627	24.0455
99.3988	48.9456
6.45772	66.5731
84.9116	93.9756
44.2274	2.08441
29.7525	11.7435
14.6886	77.401
69.7134	16.2358
61.8915	52.3942
99.0204	53.1327
13.6784	98.8708
86.3216	14.3834
50.4929	56.5935
18.9856	67.8152
29.075	24.7353
41.3526	4.87991
51.6587	16.7638
2.53304	59.7369
21.308	56.9262
79.4366	2.68868
74.0165	46.4858
90.582	61.2262
28.1625	77.7947
66.393	71.6666
42.0179	24.3355
91.5342	14.6336
19.8492	84.8933
57.2893	9.90631
33.2469	16.4708
66.6005	88.2382
42.9609	62.8071
27.4758	24.0547
18.7323	70.0705
94.0733	85.6441
77.3827	81.283
46.8276	24.6437
99.2401	7.13523
70.9586	19.2541
98.1994	10.5045
14.2125	67.0797
8.84732	55.4338
8.42616	3.82397
4.80056	55.9343
43.6232	97.4914
14.5268	89.1812
52.916	53.6607
60.4785	8.13929
25.0252	52.1195
15.4637	7.89514
84.1365	42.0423
16.7791	72.1397
42.494	46.6994
64.5863	40.4798
11.0172	94.1343
42.378	9.51872
8.53603	51.9272
25.1808	70.864
60.2832	94.2289
91.0062	39.1552
26.2856	79.0887
1.29093	73.278
50.2579	64.2964
65.92	43.852
69.6036	39.8206
77.2149	4.96536
96.8535	39.4787
75.631	68.3859
56.5783	32.429
14.1972	99.0661
29.4717	6.62252
49.8886	6.42415
96.3225	42.616
22.3487	77.6269
27.3263	84.7163
83.8527	50.2396
76.6198	20.0079
74.7368	48.3993
86.3063	28.6721
85.0093	60.5365
65.7308	8.67641
92.6786	86.8709
61.5741	28.0557
19.4678	34.7118
84.3623	7.82495
94.5799	89.7855
7.05588	88.6929
67.0186	41.6089
1.37333	84.6858
57.2527	91.1527
27.3659	76.8151
88.7051	18.7811
41.9965	49.9069
89.758	40.7605
42.2651	25.7179
8.51772	95.4649
19.7058	45.204
63.6128	4.88601
97.9644	98.8403
13.4861	95.0163
92.1232	71.395
84.8323	51.6465
97.1526	70.7877
25.4311	66.8233
80.7398	12.5614
82.8486	65.2852
16.3549	83.1812
27.0425	99.1302
11.8442	16.7943
32.5541	63.7196
74.1142	63.625
85.8943	38.0474
0.613422	78.0419
