1.40385	70.5985
32.078	47.7401
69.7134	91.3755
78.8568	9.85748
71.7551	28.5989
27.7139	44.499
10.2878	86.8709
10.4556	0.393689
93.9085	15.8086
80.5292	23.8655
34.2845	18.2836
91.5311	23.2429
5.95111	71.0898
38.2336	45.8419
68.5598	58.1652
60.1062	67.4032
51.6404	16.2999
7.32139	94.058
1.88299	93.3256
69.274	76.7663
92.8953	18.8208
65.5873	38.2824
97.4517	87.3257
99.646	12.598
22.2877	54.03
74.5994	96.9146
5.35295	42.9884
71.8802	16.0588
75.573	67.8182
92.2208	99.4842
75.1152	64.8976
59.1723	70.6778
44.1542	39.079
85.11	49.1531
68.1539	21.8879
99.762	64.8762
87.6095	42.2224
41.2061	85.229
70.3238	9.5584
9.41496	54.4572
46.1715	9.65606
82.2443	45.6313
4.37025	12.7598
93.9573	25.0984
53.2426	94.3083
76.2413	29.429
42.4757	68.1112
61.7298	54.8753
47.8927	32.0963
50.0076	59.3188
18.717	26.4748
36.1309	76.7327
87.347	4.46486
1.64495	44.1237
41.5967	15.482
68.0929	41.0016
59.4989	0.854518
13.0375	41.3099
6.52791	2.01727
48.5794	77.9015
95.41	81.222
62.3646	19.4739
8.33766	54.7258
21.1035	60.0299
81.7957	38.5174
36.5917	20.835
53.7706	6.50349
94.2167	64.8671
73.5496	61.2171
43.9711	23.7617
73.9738	17.0141
53.9964	37.2784
6.21357	95.7945
26.5511	5.24003
37.022	35.1726
76.574	52.0066
8.50856	9.22575
72.6646	3.39976
60.4022	61.6535
40.614	76.1864
14.8106	51.5091
29.429	80.0012
23.5054	11.3865
39.8236	31.8247
77.6635	18.1402
15.2593	82.931
80.1477	76.0704
95.4436	58.3239
80.2667	12.6286
32.3527	8.70998
71.0501	86.642
68.7551	74.9535
48.9975	8.98465
79.2047	65.0044
36.3567	75.811
73.5832	43.379
65.8864	14.2308
63.0909	33.0973
28.1198	40.5408
88.7844	30.1431
